"","text","media"
"351","""Только в этой китайской глухомани живет сотня долларовых миллионеров, поднявшихся на торговле с Россией. Большинство из них начинали с русской улицы, появившейся посреди Хэйхэ в 1991 году. Китайцам позволили торговать в России, а те в знак благодарности - отдали русским улочку""<br><br>Журналисты «Комсомолки» Владимир Ворсобин и Виктор Гусейнов решились на отчаянное путешествие - по пограничным городам России и Китая: <br><br>https://www.kp.ru/daily/26786/3820922/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post149"
"352","Сегодня юбилей у артиста балета и балетмейстера Михаила Барышникова. Ему исполняется 70 лет! Поздравляем великого танцовщика и желаем новых творческих успехов!","komsomolka_post150"
"353","Очередное преступление с криптовалютой. Злоумышленники вывели 500 миллионов единиц криптовалюты NEM, другие же виды цифровых валют не пострадали:<br><br>https://www.kp.ru/online/news/3003006/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post151"
"354","Тела основателя фармацевтической компании Apotex и его супруги были найдены месяц назад в подвале их дома в Торонто и вот теперь следователи сделали заявление:<br><br>https://www.kp.ru/online/news/3002981/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post152"
"355","Ранее в приложении пользователи могли сообщить о замеченных нарушениях на строительных площадках. Теперь же функции расширены:<br><br>https://www.kp.ru/online/news/3002967/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post153"
"356","Пока сборная России сражается с МОК за своих спортсменов, отстаивая каждого атлета, команда США отправляет рекордную делегацию на Олимпиаду в Пхенчхан:<br><br>https://www.kp.ru/online/news/3002946/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post154"
"357","Ипотека - это ловушка, при разводе кредит надо будет делить, если банк лопнет, то ему ничего не надо будет платить. Правда ли? Рассмотрим самые распространенные заблуждения о жилищном кредитовании:<br><br>https://www.kp.ru/daily/26787.7/3821017/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post155"
"358","В недавно вышедшей книге Майкла Вульфа говорится о романе Никки Хейли и Дональда Трампа. Постпред США при ООН категорически все отрицает:<br><br>https://www.kp.ru/online/news/3002903/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post156"
"359","В 2017 году Кейси Аффлек стал лауреатом «Оскара» за лучшую мужскую роль в фильме «Манчестер у моря». По традиции, именно он должен был вручать награду лучшей актрисе в этом году. Но помешал скандал:<br><br>https://www.kp.ru/daily/26786/3820726/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post157"
"360","Президент США Дональд Трамп попросил у знаменитого нью-йоркского Музея Гуггенхайма картину Ван Гога «Пейзаж со снегом» в аренду для своих покоев. К слову, обычная практика для хозяина Белого дома: <br><br>https://www.kp.ru/daily/26787.7/3821032/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post158"
"361","Челюсть рекордного возраста вынудила ученых пересмотреть устоявшиеся представления о времени исхода наших далеких предков из прародины — из Африки:<br><br>https://www.kp.ru/daily/26786/3820851/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post159"
"362","Да что же в такого в этом мужчине, что и Дакота Джонсон, и Хайди Клум готовы терпеть выходки зачастую нетрезвого возлюбленного, да еще и неверного? <br><br>https://www.kp.ru/daily/26786/3820961/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post160"
"363","Как согреться в -35? Не валенки же доставать! Корреспондент «Комсомолки» с помощью тепловизора проверила на себе новинки XXI века: <br><br>https://www.irk.kp.ru/daily/26786/3820722/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post161"
"364","Робот Фабио раздражал покупателей общими ответами. Например, на вопрос “где найти пиво?” он отвечал: “В отделе с алкоголем”, а на вопрос “где сыр” предлагал поискать в холодильнике:<br><br> https://www.kp.ru/daily/26784/3818935/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post162"
"365","В первом павильоне «Мосфильма», как всегда, звездопад. Лучшие и худшие образы кинопремии «Золотой орел» «КП» рассмотрела вместе с модными экспертами:<br><br>https://www.kp.ru/daily/26787.5/3821042/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post163"
"366","Дима Маликов и его супруга последовали примеру Филиппа Киркорова и Аллы Пугачевой с Максимом Галкиным: ребенка им родила суррогатная мать: <br><br>https://www.kp.ru/daily/26787.7/3821065/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post164"
"367","В Международном олимпийском комитете выпустили памятку для наших спортсменов на Олимпиаде. Одно из главных правил - это уважать решение МОК, никак его не критикуя. И осознавать, что они - не сборная России, а команда ""Олимпийские атлеты из России"":<br><br>https://www.kp.ru/daily/26787.5/3821040/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post165"
"368","«Мне кажется, в России не понимают серьезности происходящего и надеются, что со временем все рассосется и мы опять подружимся»<br>Один из противников картины ""Смерть Сталина"" Сергей Никитич Хрущев, рассказал, почему считает фильм частью информационной войны против нашей страны:<br><br>https://www.kp.ru/daily/26786/3820554/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post166"
"369","По решению МОК на олимпийских играх в Пхёнчхане наши спортсмены будут выступать без российской символики<br><br>Подробности: https://www.kp.ru/online/news/3002866/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post167"
"370","Корова-бунтарка сбежала с родной фермы, чтобы жить с дикими бизонами в Беловежской пуще. Дальние родственники телку приняли в стадо — видимо, приглянулась:<br><br>https://www.kp.ru/daily/26786/3820894/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post168"
"371","Вашингтон все-таки расширил список лиц и организаций, которые будут подвергнуты санкциям в отношении ситуации на Украине. Кто попал под новые ограничения и за что:<br><br>https://www.kp.ru/daily/26786.4/3821028/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post169"
"372","Одним из героев нового выпуска еженедельного телевизионного журнала «Однажды…» на канале НТВ стал актер Артем Ткаченко. Артист впервые поделится историей знакомства с третьей супругой.<br><br>https://teleprogramma.pro/news/327511/","komsomolka_post170"
"373","На сайте продажи авто появился раритетный Rolls-Royce Silver Ghost 1914 года выпуска. По словам продавца, он принадлежал не кому-нибудь, а последнему российскому императору Николаю II.<br>Однако у экспертов «всплывшая» непонятно откуда машина вызывает сомнения. Мы разобрались, был ли этот автомобиль в императорском гараже:<br><br>https://www.kp.ru/daily/26786/3820995/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post171"
"374","В Пресненском суде Москвы сегодня дали последнее слово экс-губернатору Кировской области Никите Белых, который обвиняется во взятке в 600 тысяч евро. Белых опирался на палочку и перед выступлением попросил сделать ему укол, снижающий давление:<br><br>https://www.kp.ru/daily/26786/3820981/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post172"
"375","О том, как прошла встреча Андрея Малахова и его звездной подопечной Даны Борисовой, которую девять месяцев назад телеведущий отправил на реабилитацию от наркотической зависимости в Таиланд, рассказал председатель правления Национального антинаркотического союза:<br><br>https://www.kp.ru/daily/26786/3820810/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post173"
"376","Если в России ситуация с гриппом только начинает развиваться, заболевших у нас пока совсем немного, то англичане болеют с конца декабря, причем массово и очень тяжело: <br><br>https://www.kp.ru/daily/26786/3820880/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post174"
"377","Дежурная по железнодорожному переезду в Красноярском крае предотвратила настоящую трагедию: столкновение поезда и автобуса с пассажирами. <br><br>Рассказываем о том, как это было:<br><br>https://www.kp.ru/daily/26786/3820863/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post175"
"378","Ну вот и пятница, можно расслабиться:","komsomolka_post176"
"379","Главные новости к вечеру пятницы:<br><br>1. Владимир Путин принял участие в совещании с постоянными членами Совета безопасности России. На повестке дня стоял вопрос о подготовке к проведению Конгресса сирийского национального диалога:<br>https://www.kp.ru/online/news/3002783/?utm_source=vk&amp;utm_campaign=social_share<br><br>2. В Минтруде разрабатывают перечень заболеваний, при которых будут бессрочно давать инвалидность. Поручение подготовить такой список дал президент Владимир Путин:<br>https://www.kp.ru/online/news/3002326/?utm_source=vk&amp;utm_campaign=social_share<br><br>3. Екатерина Гордон официально подписала в ЦИК заявление об отказе от выборов. Журналистка вместо подписей принесла в избирком заявление о желании сняться с выборов:<br>https://www.kp.ru/online/news/3002739/?utm_source=vk&amp;utm_campaign=social_share<br><br>4. Президент Олимпийского комитета России Александр Жуков сообщил о том, что «Русского дома» во время Олимпийских игр не будет. По его словам, ОКР решила не организовывать дом болельщиков, так как наша страна имеет ограничения на альтернативные церемонии награждения на Олимпиаде-2018:<br>https://www.kp.ru/online/news/3002698/?utm_source=vk&amp;utm_campaign=social_share<br><br>5. Британские военные готовятся к атаке со стороны России. О том, что Россия планирует атаку на важнейшие инфраструктурные объекты, рассказал министр обороны Великобритании:<br>https://www.kp.ru/online/news/3002427/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post177"
"380","Друзья, сегодня завершился наш конкурс любителей Трех Богатырей. И мы готовы объявить результаты! Победителями становятся Арина Васильевна и Инна Шалымагина. Напоминаем, что накрутки «лайков» привели некоторых участников к дисквалификации в конкурсе. Поздравляем Арину и Инну и дарим каждой по книге издательства «Комсомольская правда» по мотивам мультфильма «Три богатыря и принцесса Египта»!<br><br>https://vk.com/kpru?w=wall-15722194_2869792","komsomolka_post178"
"381","Сочинские медики, которые выкинули мужчину из больницы, были уволены в тот же день. А сам Ибрагим Калоев — именно так зовут пациента, пришел в себя только на следующий день после скандала. Вот что он рассказал о случившемся:<br><br>https://www.kp.ru/daily/26786/3820835/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post179"
"382","Только спустя три дня после нападения подростков на учителя и детей в школе Улан-Удэ, от других людей, ставших свидетелями трагедии, Долгора Мамонова узнала: ее сын, рискуя жизнью, спасал детей.<br><br>https://www.irk.kp.ru/daily/26786/3820970/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post180"
"383","Алена Шишкова отдыхает у родителей в родной Тюмени. Обычно модель делится с подписчиками только собственными снимками, но сейчас Алена решила показать фото с мамой.<br><br>https://teleprogramma.pro/news/327569/","komsomolka_post181"
"384","Знаете ли вы о новом удобном сервисе «электронный больничный» и том, какое пособие сейчас выплачивается в случае гриппа или другой болезни? А какие выплаты полагаются родителям, если в семье прибавление — причем, получать их может не только мама, но и папа малыша! Все об этом, а также о льготах и гарантиях при несчастных случаях на работе и полезных сервисах для людей с инвалидностью, вы найдете в разделе «Наши права и льготы», который «КП» ведет совместно с экспертами Фонда социального страхования РФ. Заходите, узнавайте о своих правах и пользуйтесь ими!<br><br> https://www.kp.ru/daily/right-benefits/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post182"
"385","Наш колумнист порассуждала о том, почему ученики должны читать литературу, в которой нет ни намека на хэппи-энд: «Произведения о жестоких смертях бабушек, животных и детей я бы точно исключила из школьной программы».<br><br>https://www.kp.ru/daily/26785/3819818/?utm_source=vk&amp;utm_campaign=social_share<br><br>А вы какие школьные произведения не дали бы читать своим детям?","komsomolka_post183"
"386","В Москве мошенники обменяли жителю столицы 138 миллионов рублей на два миллиона фальшивых евро. Афера была совершена еще 13 декабря 2017 года, но полицейские больше месяца проводили доследственную проверку, и только сейчас возбудили уголовное дело. <br><br>https://www.kp.ru/daily/26786/3820822/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post184"
"387","Морозная зима в Москве — как теща в том анекдоте: даже чаю не попила практически. На этой неделе впервые с начала зимы подморозило до -15, но на этом все — утверждают синоптики.<br><br>Какая погода ждет москвичей до конца января: https://www.kp.ru/daily/26786/3820776/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post185"
"388","Пассажиры московского метро не узнали актрису и режиссёра Ренату Литвинову без макияжа.<br><br>Подробности: https://www.kp.ru/daily/26786/3820808/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post186"
"389","Дорогие читатели «Комсомолки»!<br><br>Мы делаем для вас новости 24/7. Стараемся быть объективными и <br>оперативными, а главное интересными вам! Чтобы вам было <br>комфортно оставаться с нами на связи, мы предлагаем вам подписаться <br>на наши главные новости и интересные статьи, которые мы будем присылать вам на электронную почту так часто, как вы сами захотите. <br><br>Подробнее: https://www.kp.ru/best/msk/podpiska/?utm_source=vk","komsomolka_post187"
"390","В Сети гадают, появились ли у Валерии и Пригожина совместные дети. Дело в том, что недавно певица опубликовала фотографию с близнецами, но не вдается в подробности и не объясняет, кто эти чудесные малыши.<br><br>https://www.kp.ru/daily/26786/3820757/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post188"
"391","Прямая трансляция с прославленным футбольным тренером на Радио ""Комсомольская правда"" из открытой студии на Арбате. <br> <br>Подробнее: https://www.kp.ru/daily/26786/3820720/","komsomolka_post189"
"392","Первый однополый брак официально признали в России. Потом попытались откреститься, но было уже поздно. Что уж тут говорить, печати из паспортов не выкинешь. <br><br>Читайте, как это возможно и действителен этот союз вообще: https://www.kp.ru/daily/26786/3820788/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post190"
"393","Похоже, после этого фото трудно будет переплюнуть Мадонну в эпатажности! 59-летняя певица выложила селфи, которое поразило даже самых преданных ее фанатов. На снимке голая звезда держит в руках новую сумку, однако в центре внимания совсем не очередная обновка певицы:<br><br>https://www.kp.ru/daily/26786/3820768/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post191"
"394","","komsomolka_post192"
"395","В Екатеринбурге к 139-летию легендарного писателя Павла Бажова выпустили забавные открытки с героями из его сказок. Хулиганистая Хозяйка Медной горы, обаятельный Данила-мастер и другие персонажи говорят интернет-мемами:<br><br>https://www.kp.ru/daily/26786/3820749/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post193"
"396","Какие изменения будут в российской политике в ближайшее время? Чего нам ждать от США и Евросоюза? На эти и другие вопросы ответил политический оракул, профессор МГИМО Валерий Соловей в эфире Радио «Комсомольская правда» .<br><br>https://www.kp.ru/daily/26786/3820730/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post194"
"397","Журналисты «Комсомолки» продолжают свое отчаянное путешествие по китайской земле. В этой части - рассказ о том, с какими приключениями они перешли китайскую границу. И что их там ждет...","komsomolka_post195"
"398","Елена Мылышева ведет видеодневник, в котором рассказывает о результатах снижения веса по собственной диете. Но примечательно в видео телеведущей вовсе не то, что она борется с лишним весом, которого, кстати, пользователи не увидели, а ее лицо, которое выглядит в кадре довольно странно. <br><br>https://www.kp.ru/daily/26786/3820733/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post196"
"399","В Пхенчхан едет 169 наших спортсменов. Россияне выступят в статусе «спортсмены-олимпийцы из России» (OAR). В список отстраненных олимпийцев, к сожалению, попали основные лидеры нашей сборной.","komsomolka_post197"
"400","Одна буква — миллион хлопот: женщине отказали в выдаче материнского капитала из-за того, что она по-разному написала собственную фамилию в свидетельствах о рождении детей. Теперь многодетная мать решила добиваться права на государственный сертификат через суд. <br><br>https://www.kp.ru/daily/26786/3820740/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post198"
"401","Встречайте! Книга по мотивам мультфильма «Три богатыря и принцесса Египта». Новогодние приключения русских богатырей в стране фараонов и древних пирамид! Ищите на http://shop.kp.ru","komsomolka_post199"
"402","В Ельцин Центре борются за повышение рождаемости. Скоро там откроют банк спермы, УЗИ-кабинет, две операционные и стационар, которые станут частью целого института репродуктивной медицины.<br><br>https://www.ural.kp.ru/daily/26786/3820693/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post200"
"403","Мужчина за день дважды попадал в критические ситуации на дороге, и его дважды спасал экипаж ГИБДД. Читайте чудесную историю о вовремя оказанной помощи: https://www.kp.ru/daily/26786/3820546/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post201"
"404","Шестикратный олимпийский чемпион Виктор Ан обратился с открытым письмом к президенту МОК, в котором подчеркнул, что никогда не давал повода усомниться в чистоте завоеванных титулов.<br><br>https://www.kp.ru/online/news/3002265/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post202"
