rowname,title,body_text,categories
1535,концерт Тимати,"В свои 32 Тимати имеет уже, казалось бы, всё, о чем только может мечтать певец. Любовь миллионов, собственная империя Black Star, своя линия одежды, коллаборации с зарубежными грандами хип-хопа уровня Snoop Dogg'а, Busta Rhymes’а, Diddy, Timbaland'а и, куда без них, аншлаговые концерты по всей стране. Но тем и отличается просто хороший артист от выдающегося, что последний не боится бросать новые, всё более сложные вызовы самому себе. Новый альбом Тимати «Олимп», которому посвящён предстоящий тур — это и есть та самая вершина, которой он ещё не достиг, но к которой всячески стремится. Беспрецедентное по масштабности, визуализации, качеству звука и накалу страстей шоу увидят в более чем двух десятках городов России, но именно Северной столице выпала честь первой лицезреть этот фантастический перформанс. 27 мая в Ледовом дворце рэпер начнёт штурм новой высоты и очень рассчитывает на поддержку в этом непростом деле со стороны преданного комьюнити.",concert
1536,акция: билеты на спектакль «Актёрская жисть» со скидкой 50 %,"Сюжет основан на реальных событиях, точнее — анекдотах из актерской жизни. Войны в кулуарах и душевные терзания, сценические победы и режиссерские казусы — об этом и многом другом зрителям расскажут люди, прошедшие театральные огонь, воду и медные трубы. Хорошее настроение обеспечено. Стоимость билетов составляет:  450 рублей вместо 900 за места в партер (центр); 300 рублей вместо 600 (вторая часть партера).   Чтобы стать обладателями скидочных билетов, необходимо:  Скопировать запись на личную страницу в ВКонтакте.  Оставить заявку администратору группы, в личном сообщении указав свои имя, фамилию и телефон для связи. Необходимо также сообщить, на какое мероприятие вы собираетесь и сколько билетов желаете приобрести.  Подробнее об акции, сроках её проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1542,розыгрыш билетов на фильм «Алиса в Зазеркалье» в 3D,"«Алиса в Зазеркалье» — одна из самых долгожданных премьер года, продолжение фееричных фантазий Тима Бёртона, основанных на гениальных книгах Льюиса Кэрролла. Зрителям предстоит новая встреча с отважной Алисой и загадочным Чеширским котом, а также погружение в новую, сказочную реальность по ту сторону Зеркала. Удивительный фильм в формате IMAX 3D покажут в сети кинотеатров «Формула кино» еще до его официальной премьеры, и пятеро счастливчиков смогут получить билеты на предпоказы — благодаря конкурсу репостов от магазина «ГорБилет». Для того, чтобы выиграть два билета в кино-Зазеркалье, а также присоединиться к Безумному чаепитию с героями фильма, нужно:  Подписаться на группы «ГорБилета» и сети кинотеатров «Формула кино» в ВК. Сделать у себя на странице репост записи о конкурсе и не удалять ее до вечера 24 мая.  Победителей определят при помощи сервиса kamaninga.com, имена счастливчиков будут опубликованы в отдельном посте вечером 24 мая. Подробнее об акции, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1543,акция: билеты на музыкальный вечер «Великолепный век» со скидкой 45 %,"«Великолепный век» в особняке А. А. Половцова — это музыкальный вечер, выдержанный в стилистике барокко. Изысканные интерьеры, прекрасные исторические костюмы артистов, музыка, в которой классика гармонично сочетается с современными веяниями, сделают концерт незабываемым. В программе вечера — выступление команды Dmitry NE, экспериментирующей с барочной и рок-музыкой, номера от баритона Антона Степанова и Екатерины Мифстаховой, обладательницы очаровательного сопрано. Приняв участие в акции от магазина «ГорБилет», вы можете приобрести билеты на вечер «Великолепный век» со скидкой в 45 % — за 600 рублей вместо 1100. Для этого нужно:  Сделать в ВК репост записи группы «ГорБилет». Написать администратору группы, указав в сообщении название мероприятия, количество билетов для бронирования, контактный номер телефона, а также свои имя и фамилию, если они отличаются от данных в профиле ВК.  Подробнее о концерте, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1544,конкурс «ASUS в твоём универе»,"Чтобы стать участником конкурса «ASUS в твоём универе», вам нужно найти демозону ASUS в одном из учебных заведений:  с 13 по 15 мая в СБПГАСУ (2-я Красноармейская ул., д. 4);  с 18 по 20 мая в СПБГТИ (Московский просп., д. 26) и СПБГУТ имени профессора Михаила Александровича Бонч-Бруневича (пр. Большевиков, д. 22) . После этого следуйте нехитрым правилам:  сфотографируйтесь у фотостены ASUS с понравившимся гаджетом; разместите фото с хэштегом  #asus_univer_spb в своем аккаунте ВКонтакте; сделайте яркую подпись к фотографии о том, какие функции вам больше всего нравятся, как техника ASUS помогает вам в учёбе и в других сферах жизни; станьте участником группы «ASUS Россия» и ждите результатов конкурса.  Жюри ASUS выберет 14 счастливчиков, чьи фотографии и подписи окажутся самыми оригинальными. И выдаст им крутые планшеты ASUS ZenPad или стильные смартфоны ASUS ZenFone для прохождения второго этапа — «Тестировщики ASUS», который состоится с 28 апреля по 23 мая. Снимите видео о студенческой жизни, которое продемонстрирует возможности гаджетов, их функции и учебные лайфхаки, соберите мегаобзор длительностью не более 5 минут и загрузите на свою страницу ВКонтакте до 16 мая 2016 года. Все тестируемые гаджеты достанутся участникам в подарок. Но и это ещё не всё! Авторы лучших обзоров получат камерафон ZenFone Zoom и смарт-часы ZenWatch. Имена победителей вы узнаете 23 мая. А если вы подпишетесь на группу ASUS ВКонтакте, чтобы поболеть за участников, делайте это от души, и организаторы поощрят трёх самых активных болельщиков смартфонами ZenFone.",stock
1547,акция: экскурсия по Шуваловскому парку со скидкой до 55 %,"Конная экскурсия, маршрут которой охватывает множество достопримечательностей старинного Шуваловского парка, — это досуг для настоящих романтиков. Прекрасные виды, размеренная прогулка верхом, общение с благородными лошадьми древней Ахалтекинской породы превратят обыкновенный майский день в праздник. Экскурсанты смогут увидеть необычные пруды «Рубаха Наполеона» и «Шляпа Наполеона», парковую гору «Парнас», великолепные усадьбы Воронцовых-Донцовых и Шуваловых, загородный дом Максимилиана Месмахера, церковь Петра и Павла и «Склеп Адольфа». В память о прогулке вы можете сделать фотографии в седле, на фоне живописных парковых локаций. Также участники могут поблагодарить своих лошадей, захватив для них угощение: яблоки, морковь, печенье, сахар или подсушенный хлеб. Воспользовавшись акцией от магазина «ГорБилет», вы получите существенную скидку на экскурсионные билеты — до 55 %. Так, прогулка для двоих будет стоить 1750 вместо 3600 рублей, для одного — 950 рублей вместо 2100. Для того, чтобы забронировать места, нужно:  Сделать в ВК репост записи группы «ГорБилет». Написать администратору группы личное сообщение, указав название экскурсии, количество мест, контактный номер телефона, также свои имя и фамилию, если они отличаются от данных в соцсети.  Подробнее об экскурсии, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1551,акция: однодневная автобусная экскурсия в Карелию со скидкой 48 %,"Автобус из Санкт-Петербурга в Карелию отходит с 6:00 до 7:00, маршрут — 300 км. У вас есть возможность увидеть потрясающий мраморный карьер «Рускеала», водопад «Ахвенкоски» (здесь снимали фильм «А зори здесь тихие»), великолепную панораму, открывающуюся с «горы Филина». А также посетить музей Кронида Гоголева, продегустировать легендарные карельские настойки, отправиться на экскурсию по ландшафтному театру горы «Паасо»… Участников путешествия ожидает день невероятных открытий. В Петербург автобус возвращается после 23:00. Чтобы подробнее познакомиться с экскурсионной программой и приобрести билет с большой скидкой, понадобится:  Поделиться записью с друзьями. Написать администратору сообщение с указанием экскурсии, даты, необходимого количества билетов, вашего телефонного номера и имени.  Подробнее о экскурсии, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1553,концерт группы MegaloMania Acoustic в BOURBON BAR,"Вооружённые слоганом «Акустический рок для тех, кто умеет слушать», гитарист Артём Воинов и вокалист Александр Юров дают второе дыхание зарубежной классике 90-х в совершенно новом звучании. В основу репертуара дуэта положен трек-лист канала MTV той эпохи, когда в фаворе у его аудитории ещё была настоящая гитарная музыка. Песни Soundgarden, Nirvana, Black Sabbath, Лу Рида, Red Hot Chili Peppers, Роберта Планта, U2, Элиса Купера и других икон стиля в исполнении MegaloMania Acoustic обрастают авторскими акустическими аранжировками. Не обходят стороной парни и другие музыкальные направления: например, в прошлом году у дуэта вышел клип на кавер-версию хита певицы Dido «Thank You». Её (среди прочих) можно будет услышать 21 мая в BOURBON BAR, где московский тандем обустроит для петербуржцев островок умиротворения посреди нескончаемой жизненной суеты. Депозит — 1000 рублей на человека. Подробнее о мероприятии можно узнать по телефону + 7 (812) 936-69-66.",concert
1554,музыкальное шоу Ирины Эмировой «Искренне Ваша»,"Не далее как в прошлом году Ирина Эмирова выпустила дебютный макси-сингл, а в нынешнем — первый концертный DVD, враз заделавшись новой звездой русского шансона. Делая ставку на живые выступления, артистка способна предложить слушателям и немало свежих музыкальных идей. В её репертуаре хулиганистые и экспрессивные песни элегантно чередуются с лирическими, а искромётные каверы (провокационное исполнение «Мурки» в БКЗ «Октябрьском» не забудется ещё долго) разбавляются вдохновляющими патриотическими гимнами. Сценические шоу, однако, остаются главным коньком петербургской певицы, и на сей раз действо обещает превзойти все мыслимые масштабы. Лазерные спецэффекты, пиротехника, три мультимедийных экрана с авторским виджеингом, известные музыканты, среди которых Никита Джигурда, Вася Пряников и Андрей Барбуцкий, ведущий Геннадий Ветров и абсолютно новые песни — Ирина Эмирова продолжает удерживать высокую планку творчества, оставляя не у дел большинство конкурентов. Подробнее о мероприятии можно узнать по телефону +7 (812) 333-03-79 или на сайте.",concert
1562,акция: билеты на открытие фонтанов в Петергофе и экскурсия со скидкой 60 %,"Каждый год открытие фонтанов Петергофа превращается в фееричное шоу с насыщенной развлекательной программой. Магазин «ГорБилет» предлагает посетить весенний праздник в одном из лучших парков Европы в рамках уникальной экскурсии, билеты на которую можно приобрести со скидкой 60 %, за 700 рублей вместо 1500. В стоимость экскурсии входит трансфер из Петербурга в Петергоф и обратно, услуги гида, прогулки по Нижнему и Верхнему паркам, а также посещение всех увеселительных мероприятий праздника фонтанов. Для того, чтобы забронировать свой горящий билет, нужно:  Сделать в ВК репост записи группы «ГорБилет». Написать администратору группы, указав в сообщении название мероприятия, количество мест для бронирования, свой контактный телефон, а также имя, если вы пользуетесь псевдонимом в ВК.  Подробнее об экскурсии, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1564,ночной концерт A Tempo Orchestra в Петербургском метрополитене,"Струнный коллектив A Tempo Orchestra под управлением дирижёра и виолончелиста Вадима Каминского и солиста оркестра Мариинского театра Антона Гаккеля сыграет необычный концерт в питерской подземке. С использованием всех разновидностей струнных инструментов и электропианино артисты исполнят шедевры В. Моцарта, И. Штрауса, И. Брамса, П. Чайковского и других классиков. Антракт между отделениями тоже не пройдёт в полной тишине: учащиеся консерватории подготовят театрализованные номера на основе трёх произведений из культовых советских кинолент. Свидетелями уникального действа, стартующего в эту субботу в час ночи, станут пассажиры ночного поезда-челнока, который с конца прошлого месяца каждые выходные ходит между «Спортивной» и «Адмиралтейской».",concert
1567,розыгрыш шести бесплатных билетов на концерт «Ассаи» на сцене клуба «Космонавт»,"Каждый из трёх счастливчиков получает бесплатный билет на двоих и сможет пригласить на концерт свою половинку, родственника, подругу или друга. Гостей вечера ожидает первое исполнение новой программы «Эволюция». Чтобы принять участие в розыгрыше, нужно поделиться записью на своей страничке в ВКонтакте и не удалять её до окончания акции. Участниками могут стать только те, кто подписан одновременно на два паблика — магазина «ГорБилет» и клуба «Космонавт». Победителей определит независимый сайт kamaninga.com, и их имена выйдут специальным постом на страничке «ГорБилета». Подробнее об акции, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1568,акция: билеты на спектакль «Ай-яй-яй-ревю» со скидкой 40 %,"«Ай-яй-яй-ревю» — знаменитое шоу от клоун-мим-театра «Лицедеи», калейдоскоп уморительных, трогательных и ироничных номеров. Традиционные его участники — непревзойденные мастера клоунады, известные во всем мире: великолепные Леонид Лейкин, Анна Орлова, Александра Скворцова, Анвар Либабов и Виктор Соловьев. Однако в обновленной версии спектакля «старая гвардия» выступит с подкреплением — молодыми, яркими и самобытными артистами, которые уже полюбились зрителям. Для любителей клоунады магазин «ГорБилет» подготовил очередную акцию — выполнив ее условия, можно приобрести билета на «Ай-яй-яй-ревю» со скидкой в 40 %, за 600 рублей вместо 1000. Детей до 5 лет можно провести бесплатно, при условии, что они не будут занимать отдельного места. Для того, чтобы забронировать горящий билет со скидкой, нужно:  Сделать в ВК репост записи со страницы «ГорБилет». Написать сообщение администратору группы, указав название спектакля, нужное вам количество билетов, контрактный номер телефона, а также свои имя и фамилию, если они отличаются от данных в соцсети.  Подробнее о спектакле, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1576,акция: концерт европейского камерного ансамбля G.A.P. Ensemble с программой «Шедевры барокко» со скидкой 50 %,"В программе вечера прозвучат сочинения для клавесина соло, барочной виолончели, скрипки с бассо континуо величайших композиторов своего времени — Антонио Вивальди, Георга Фридриха Генделя, Доменико Скарлатти и Антонио Пиани. В программу вошли и знаменитые сочинения, и открытые совсем недавно. Коллектив G.A.P. создан скрипачом Эмилио Перцаном в сотрудничестве с исполнителями из Европы — каталонцем Oриолом Аймат Фусте (барочная виолончель) и итальянцем Лукой Куинтавалем (клавесин). В качестве приглашённого гостя на концерте выступит петербургский детский скрипичный ансамбль «Тутти» под руководством Ольги Щукиной. Концерт идёт с одним антрактом. Скидка действует на ограниченное количество билетов. Воспользовавшись скидкой, можно приобрести билеты в два раза дешевле обычной стоимости:  за 500 рублей на ряды с 4 по 6; за 450 рублей на 7,8 и 10 ряды; за 400 рублей на 5 и 15 ряды.  Для этого понадобится:  Поделиться записью на стене в ВКонтакте. Отправить администратору сообщение с названием концерта, необходимым количеством билетов, вашим телефонным номером и именем.  Подробнее о концерте, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1578,новое меню в BOURBON BAR,"Весна — это сезон сочных красок, ярких эмоций, свежести и новых впечатлений! BOURBON BAR приглашает старых и новых друзей попробовать гастрономические новинки и комфортно провести время. В новом меню вас ждут:  королевские креветки и крабы для любителей морепродуктов; ещё больше мясных блюд;  настоящая домашняя паста и изысканное ризотто;  домашние лимонады и пополнение барной коллекции; оригинальная и яркая подача.   Бронирование столиков по телефону: +7 (812) 936-69-66.",stock
1583,концерт на Дворцовой «Виват кино России!»,"Нынешний кинофестиваль затрагивает сразу два важных культурных события: Год российского кино и 120-летие отечественного кинематографа. Именно в Санкт-Петербурге 16 мая 1896 года, в саду «Аквариум», где ныне располагается достославная киностудия «Ленфильм», прошёл первый на территории нашей державы кинопоказ. Торжества начнутся воскресным днём 15 мая на Дворцовой площади, где соберётся целая плеяда знаменитых артистов. Михаил Боярский, Светлана Крючкова, Сергей Никоненко, Людмила Сенчина, Семён Стругачёв, Максим Леонидов – далеко не полный перечень деятелей искусства, из уст которых будут звучать культовые шлягеры из кинофильмов. Гости концерта также смогут услышать сочинения ленинградских композиторов Андрея Петрова и Исаака Шварца, а неутомимые камеди-рокеры «Несчастный случай» во главе с бессменным Алексеем Кортневым сыграют авторскую программу-посвящение отечественному кинематографу.",concert
1586,акция: детский спектакль «Алиса в стране чудес» со скидкой 50 %,"Ребята отправятся в волшебное путешествие вместе с маленькой героиней, девочкой Алисой. Их ждут удивительный мир воображения, полный невероятных событий и персонажей. Спектакль отличается оригинальным взглядом на знаменитую сказочную историю, красочными костюмами и нестандартной сценографией. При этом в сюжете постановки остались все полюбившиеся герои сказки — Белый кролик, Чеширский кот, Безумный шляпник, Гусеница и другие. Дети до 4 лет проходят на спектакль бесплатно при условии, что занимают одно место со взрослым. Спектакль идёт с одним антрактом. Приняв участие в акции, вы приобретаете билеты на ряды с 1 по 12 за 250 рублей вместо 500, а на ряды дальше 12-го — за 200 рублей вместо 400. Чтобы стать участниками акции, необходимо:  Поделиться записью о событии на своей стене в ВКонтакте.  Написать администратору сообщение с указанием спектакля, количества билетов и ряда в зрительном зале, вашего телефона и имени.  Подробнее о спектакле, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1589,акция: билеты на концерт группы «Меджикул» со скидкой 20 %,"«Меджикул» — это поп-музыка нового формата, фееричная смесь диско и фанка с ироничными текстами на русском языке. Первый хит петербургской команды «О, Марфа» стал настоящей интернет-сенсацией, а позже был включен в саундрек к сериалу «Физрук». Не меньшую популярность обрел и второй официальный трек, «Насалатило», который закрепил успех группы. Благодаря магазину «ГорБилет» поклонники «Меджикул» и просто любители легкой и качественной музыки могут приобрести билеты на концерт команды со скидкой в 20 % — за 560 рублей вместо 700. Для того, чтобы забронировать акционный билет, нужно:  Сделать репост записи со страницы «ГорБилет» в ВК. Написать администратору группы, указав в сообщении название мероприятия, количество билетов, номер телефона для обратной связи, а также свои имя и фамилию, если вы зарегистрированы в ВК под псевдонимом.  Подробнее о концерте, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1591,акция: билеты на оперетту «Королева Чардаша» со скидкой до 50 %,"Имре Кальман — легендарный венгерский композитор, один из самых видных авторов времен расцвета венской оперетты. Его «Королева Чардаша» — потрясающая история о любви, которая противостоит условностям. История певички, влюбленной в князя, переплетается с рассказом завсегдатая ее кабаре, убежденным в том, что сословные рамки не могут быть преградой для настоящих чувств. Великолепная оперетта будет разыграна на сцене дворца княгини Юсуповой, что придаст постановке особое очарование. Изумительная, легкая музыка Кальмана будет исполнена вживую титулованным ансамблем «ZABAVA». В антракте гостям также проведут получасовую экскурсию по величественном Юсуповскому дворце. Благодаря магазину «ГорБилет» билеты на «Королеву Чардаша» можно купить со скидкой в 47% — за 800 рублей вместо 1500 и за 950 вместо 1700. Для того, чтобы забронировать свой горящий билет, нужно:  Сделать репост записи со страницы «ГорБилет» в ВК. Оправить администратору личное сообщение с заявкой, в которой нужно указать название мероприятия, количество билетов, ваш номер телефона, а также имя и фамилию, если с соцсети вы используете псевдоним.  Подробнее о спектакле, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1593,акция: билеты на спектакль «Две Яги» со скидкой 44 %,"«Две Яги» — история, которая рушит все сказочные каноны, кроме одного: ее финал будет неизменно счастливым. Ее героини — две одинокие старухи, две Яги, коротающие время в обществе друг друга на руинах волшебного царства-государства. Они горюют по былым, славным делам, о временах, когда люди верили в сказку, но внезапно понимают, что сила их воображения способна преобразить и мир вокруг, и их самих. И именно в этот момент начинаются настоящие чудеса. Веселый, увлекательный, яркий спектакль научит малышей мечтать и фантазировать, верить в свои силы и никогда не сдаваться. Благодаря магазину «ГорБилет» купить билеты на сказочную постановку можно по самой выгодной цене — со скидкой 44 %, за 250 рублей вместо 450. Для того, чтобы воспользоваться предложением, нужно:  Сделать на своей странице в ВК репост записи группы «ГорБилет». Написать администратору группы личное сообщение, указав в нем название спектакля, количество билетов, которые вы хотите забронировать, контактный номер телефона, а также ваши имя и фамилию, если в ВК вы пользуетесь псевдонимом.  Подробнее о спектакле, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1595,выставка «Первый полёт»,"12 апреля 1961 года — знаменательная дата для всего человечества, обозначившая начало покорения людьми космоса. Юрий Гагарин облетел Землю за 108 минут и успешно вернулся обратно, немедленно став героем эпохи. Вероятно, полёт Гагарина — первая всеобщая послевоенная радость для людей Советского Союза. О космонавте слагали песни, снимали фильмы, а мальчиков ещё долго называли именем Юрий. Узнать об истории первого полёта человека в космос можно на выставке, которая развернётся в Музее космонавтики и ракетной техники имени Валентина Глушко.",exhibition
1596,акция: экскурсия «Почувствуй Петербург» со скидкой 50 %,"Уникальная экскурсия от бюро «Осязаемый Петербург» — это шанс открыть для себя невидимый город, который зрячие люди обычно не замечают. С завязанными глазами, в сопровождении незрячего гида, участники удивительного сити-тура смогут пережить незабываемый опыт, переоценить свои возможности, научиться доверять окружающим. Экскурсию проводит Алексей Орлов — человек, который в раннем детстве потерял зрение из-за врачебной ошибки, и, тем не менее, сумел освоить желанную профессию, стать культурологом и гидом. Для желающих присоединиться к прогулке с Алексеем магазин «ГорБилет» подготовил специальную акцию — возможность забронировать места со скидкой в 50 %, за 1250 рублей вместо 2500. Воспользоваться предложением очень просто, для этого нужно:  Сделать репост записи со страницы «ГорБилет» в ВК. Написать администратору группы личное сообщение, указав название экскурсии, количество мест для бронирования, свой номер телефона, а также имя и фамилию, если в соцсети вы зарегистрированы под псевдонимом.  Подробнее об экскурсии, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1599,акция: праздничный концерт ансамбля «Казачья Доля» в честь 71-й годовщины Великой Победы со скидкой 50 %,"Музыкальный коллектив в 2010 году основали молодые казаки, решившие прославлять свою уникальную культуру. Ансамбль успел завоевать награды крупнейших фестивалей, а главное — любовь и признание публики. Его выступления отличаются яркостью и тщательно проработанными программами. Каждый участник — профессиональный музыкант, уважающий бесценные народные традиции. Репертуар коллектива включает казачьи песни разных веков и жанров, в том числе музыку современных композиторов. Билеты в партер на лучшие места можно купить в два раза дешевле обычной стоимости:  за 300 рублей на ряды с 3 по 5;  250 рублей на 8 ряд; за 200 рублей на 16 ряд; всего за 150 рублей на ряды с 20 по 22.  Для этого понадобится:  Поделиться записью с друзьями в ВКонтакте. Отправить администратору сообщение с названием концерта, необходимым количеством билетов, вашим телефонным номером и именем.  Подробнее о концерте, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
1604,акция: праздничный концерт «Весна Победы нашей» и прогулка по дворцу княгини Юсуповой со скидкой 38 %,"К празднику Великой Победы особняк княгини Зинаиды Юсуповой подготовил для петербуржцев и гостей города музыкальное поздравление. В программе — знаменитые песни и стихи военного времени, а также танцевальные и фольклорные мелодии. Произведения Василия Соловьёва-Седого, Матвея Блантера, Исаака Дунаевского и современных композиторов прозвучат в исполнении ансамбля «Россика», дуэта баянов и звёзд фестиваля «Весна романса» Алёны Петровской и Сергея Зыкова. Концерт ведут артисты Валентина Копылова-Панченко и Сергей Новожилов. А в антракте гостей вечера приглашают на прогулку: перед ними распахнут свои двери красивейшие залы — Голубой, Белый, Золотой. Экскурсовод расскажет увлекательную историю династии Юсуповых и историю возведения дворца. Билеты на ряды с 1 по 10 можно купить за 500 рублей место 800. Для этого понадобится:  Поделиться записью с друзьями в ВКонтакте. Отправить администратору сообщение с названием концерта, необходимым количеством билетов, вашим телефонным номером и именем.  Подробнее о концерте, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.",stock
